	corpus_id	sentence_id	sentence	options	final
56	0	56	Auch die Bearbeitungstipps haben mir hier nicht weitergeholfen.	2	2
57	0	57	Ein Beispiel, was für die Analyse eines Fallbeispiels die wichtigsten Eckpunkte darstellt oder wie so etwas strukturiert werden kann, konnte ich mir leider nicht richtig erschließen und das wird für mich für die Zukunft und das weitere Studium eine wichtige Aufgabe darstellen.	2,3,4	4
58	0	58	Mit meinem Lernergebnis mit dieser Lerneinheit bin ich sehr zufrieden.	2	2
59	0	59	Ich habe einiges Neues für die spätere Praxis entdeckt und insbesondere mit der Handlungsmatrix nach Becker ein gutes Praxistool für die Konflikt und Störungsanalyse kennengelernt.	2	2
60	0	60	Die vielseitigen Strategien, Betrachtungsmöglichkeiten und Handlungsmöglichkeiten zum Klassenmanagement waren sehr einprägend und fühlen sich wie eine gute erste Vorbereitung auf die spätere Praxis an.	2,3	3
61	0	61	Mit dem Ergebnis meiner schriftlichen Aufgabe bin ich sowohl zufrieden als auch unzufrieden.	2	2
62	0	62	Ich bin aus meiner Sicht auf alle Punkte der Aufgabenstellung eingegangen und konnte aus der Bearbeitung des Fallbeispiels einige für mich aufschlussreiche Schlüsse und Handlungsoptionen ziehen.	2	2
63	0	63	Mir erscheint aber gleichzeitig eine strukturiertere, tiefere Analyse möglich, für die mir jedoch bei der vorliegenden Ausarbeitung die Ressourcen oder die Erkenntnisse verschlossen blieben.	2,3,4,5	5
64	0	64	Ich habe mich auf Instruktionen eingestellt, wie ich als zukünftige Lehrkraft Probleme und Unterrichtsstörungen bewältigen und situationsge.	0	0
65	0	65	Mir wurde erst hierbei deutlich wie relevant	2	2
66	0	66	es ist nicht nur im Nachhinein zu intervieren, sondern auch im vorhinein deutliche Regeln zu definieren um allen Schülern und Schülerinnen als auch der Lehrkraft selbst ein lehren und lernen in einem angenehmen Klassenklima zu ermöglichen.	3	3
67	0	67	Schlussendlich muss ich sagen, dass mich das Beschäftigen mit der Thematik Störungen im Unterricht gezeigt hat, dass es einen störungsfreien Unterricht nicht gibt.	2,4	4
68	0	68	Diese müssen als Lehrkraft nur situationsgemäß, oft spontan und richtig gemeistert werden, um das Klassenklima für alle zu gewähren.	3	3
69	0	69	Dieser Gedanke hat mich in Hinblick auf meine hoffentlich zukünftige Ausübung als Lehrkraft sehr bereichert.	2	2
70	0	70	Rückblickend kann ich sagen, dass die Aufgabe sehr interessant und spannend zu bearbeiten war.	2	2
71	0	71	Zuvor hatte ich sowohl die Vorlesung als auch das Basisseminar mit den entsprechenden Texten durchgearbeitet und übersichtlich zusammengefasst.	0	0
72	0	72	Bei der Aufgabe selbst, kam es am Anfang zu ersten Startschwierigkeiten, da ich nicht wusste, wie ich am besten anfangen sollte, nach und nach, mit intensiver Beschäftigung des Themas, ging die Analyse dann eigentlich ganz gut von der Hand.	2,3,4	4
73	0	73	Vor allem die Kombination aus den Inhalten der Vorlesung und dem Basisseminar war bei der Bearbeitung beider Teilaufgaben äußerst hilfreich!	2,3	3
74	0	74	Im zweiten Teil der Aufgabe habe ich mich allerdings etwas schwieriger getan, da ich nicht wusste, welchen „Ansatz“ ich am besten für so eine, doch komplexe, Situation nehmen soll, die Prinzipien effizienter Klassenführung nach Kounin erschienen mir nicht effizient genug.	2,3	3
75	0	75	Auch die Streitschlichtung empfand ich, wie oben bereits geschrieben, eher sinnvoll für einen Konflikt zwischen Schüler*innen selbst.	2	2
76	0	76	Nachdem ich mich für die Handlungsmatrix entschieden hatte, hatte ich noch einige Zweifel, hoffe aber, dass dieser Ansatz doch einigermaßen angemessen ist.	2	2
77	0	77	Was ich jedoch noch zusätzlich ergänzen würde, wäre das frühere Miteinbeziehen der Klasse selbst.	0	0
78	0	78	Da ich glaube, dass dadurch ein besseres Verständnis beider Seiten entstehen kann.	2	2
79	0	79	Ich hoffe die Aufgabe wurde ausreichend und zu Ihrer Zufriedenheit bearbeitet.	2	2
80	0	80	Ich bin motiviert an die Aufgabe herangegangen, da es durch das Fallbeispiel etwas Praxisnahes ist.	2	2
81	0	81	Ich finde es sehr interessant, da man das bestimmt häufig später in seinem eigenen Unterricht erleben wird und sich nun schonmal damit auseinander gesetzt hat, wie man eventuell mit Unterrichtsstörungen umgehen sollte.	2,3	3
82	0	82	Anfangs leider nicht so gut, da es leider keine Vorlesungen gab, wo einem der Inhalt der Folien noch einmal in anderen Worten erklärt wurde.	2,3	3
83	0	83	Mithilfe der Tipps wusste ich, was und wie ich die Aufgabe bearbeiten soll.	0	0
84	0	84	Der praxisnahe Bezug mit dem Fallbeispiel, da man sich so gut in einer vielleicht später im Berufsleben reale Situation hineindenken konnte und selbst überlegen konnte, wie man damit umgehen würde bzw. umgehen sollte.	3	3
85	0	85	Ja, aber nur wenn ich immer wieder Pausen eingelegt habe, da das Lesen und Verstehen der Literatur viel Zeit und Konzentration in Anspruch genommen hat.	3	3
86	0	86	Mit den gegebenen Hilfestellungen gut;	1	1
87	0	87	ohne diese jedoch wäre mir nicht ganz klar gewesen, wie ich an die Aufgabe herangehen kann/soll.	2	2
88	0	88	Mir helfen online Vorlesunge die Thematik besser zu verstehen als komplett selbstständiges Lernen.	2	2
89	0	89	Besser als vorher, da ich mich in diesem Kurs zum ersten Mal richtig mit dieser Thematik beschäftigt habe.	2,3	3
90	0	90	Ich glaube, dass meine Lösung gut ist, aber bestimmt auch ausbaufähig.	2	2
91	0	91	Ähnlich wie meine Lösung.	0	0
92	0	92	Ich habe mein Bestes gegeben und hoffe, dass ich die Aufgabe richtig verstanden und bearbeitet habe	2	2
93	0	93	Für meine Verhältnisse motiviert, da ich das Thema interessant finde und es einen Praxisbezug aufweist, welchen ich in anderen Studienfächern oftmals vermisse Sehr, da Störungen später zum Alltag dazugehören werden und der souveräne Umgang mit ihnen unvermeidbar ist.	2,3	3
94	0	94	Ich finde die Online VL + Folien waren ausreichend um die Aufgabe gut bearbeiten zu können.	2	2
95	0	95	Ich hoffe doch.	1	1
96	0	96	Also aus meiner subjektiven Sicht ein klares ja.	0	0
97	0	97	Sich in die Lage eines Lehrers hineinzuversetzen, dem gerade ein nasser Schwamm ins Gesicht geworfen wurde.	0	0
98	0	98	Ist ja doch eher untypisch - Ja, keinerlei Ablenkungen und mein Lösungsversuch schrieb sich fast wie von selbst -	0	0
99	0	99	Ich habe mir Gedanken drüber gemacht, probiert mich in die Situation zu versetzen und dann recht zügig mit der Bearbeitung begonnen.	0	0
100	0	100	Nach ca. der Hälfte habe ich den Hinweis doch noch angesehen, um zu überprüfen ob es in die richtige Richtung geht.	0	0
101	0	101	Insgesamt denke ich, dass es passt, aber ich bin etwas unsicher ob meine Reflexionen detailliert genug sind, da ich noch nicht wirklich ein Reflexionsexperte bin.	2	2
102	0	102	Man lernt nie aus…	0	0
103	0	103	Mein Urteil: ich habe den Inhalt der VL verstanden und kann ihn mir, ohne weiteres Nachlesen, merken.	2	2
104	0	104	Wie schon in einer der vorherigen Reflexionen, immer noch als gut.	0	0
105	0	105	Hier hat sich nichts an meiner Meinung geändert.	0	0
106	0	106	Ich denke ich habe wichtige Punkte erkannt und ein ordentliches Ergebnis hingekriegt.	2	2
107	0	107	Ich bin noch sehr ungeübt in Reflexionen, also würde ich sagen das hier noch Luft nach oben ist.	2	2
108	0	108	Insgesamt als grundsolides Gesamtergebnis.	2	2
109	0	109	Ich fand die Aufgabe sehr interessant und gut ausgewählt.	2	2
110	0	110	Ich habe dieses Semester ein Blockseminar bei Frau Truckenbrodt zur wertschätzenden Kommunikation und zum Umgang mit schwierigen Eltern und Schülern belegt.	0	0
111	0	111	Von daher konnte ich mich schnell in das Thema ein finden.	0	0
112	0	112	Ich war nur anfangs etwas verwirrt von den verschiedenen Abgabeformularen und war mir nicht sicher ob ich jetzt ein Dokument oder fünf einreichen soll, das habe ich dann aber doch herausfinden können.	1	1
113	0	113	Es ist mir relativ schwer gefallen mich durch die Vorlesungsfolien durchzulesen, ich habe mehrere Pausen gemacht und mir dann unklare Inhalte in der Vorlesungsaufzeichnung noch einmal anschauen müssen.	2	2
114	0	114	Mir fällt das selbstständige Erarbeiten von Inhalten allerdings generell recht schwer.	2	2
115	0	115	Ich kann mich schlecht auf Videoaufnahmen konzentrieren und schweife beim Lesen von pdfs oft ab und muss von vorne beginnen.	0	0
116	0	116	Daher brauche ich viele Pausen.	0	0
117	0	117	Die schriftliche Aufgabe erschien mir jetzt nicht besonders schwer, ich habe sie recht schnell schreiben können.	2	2
118	0	118	Allerdings bin ich mir nicht ganz sicher ob ich die Aufgabe so erfüllt habe, wie das gewollt war.	2	2
119	0	119	Ich denke, dass ich durch die Aufgabe schon gezwungen war mich intensiver mit den Themeninhalten auseinanderzusetzen, als ich es sonst tue.	2	2
120	0	120	Außerdem hat mich das Thema interessiert.	1	1
121	0	121	Daher denke ich schon, dass ich hier viel mitgenommen habe.	2	2
122	0	122	Ich hoffe, dass ich die Aufgabe an sich gut und richtig erfüllt habe.	2	2
123	0	123	Ich habe aber ein generell positives Gefühl.	2	2
124	0	124	Ich fand das Thema bisher am spannendsten bei Schulpädagogik und war motiviert das Thema zu bearbeiten.	1	1
125	0	125	Auch nachdem ich die Vorlesung bearbeitet habe, hat mich das Thema noch sehr interessiert, da es praxisorientierter als die anderen Vorlesungen waren, die ich manchmal schon sehr anstrengend finde.	2,3	3
126	0	126	Allerdings war ich mit dem Format der Bearbeitung zu Beginn überfordert.	2	2
127	0	127	Ich habe zuerst das System mit den Tipps nicht verstanden und dachte 1-5 sind verschiedene Aufgaben.	2	2
128	0	128	Habe dann auch erst den Sinn nicht verstanden.	2	2
129	0	129	Außerdem finde ich, es sollte der Umfang der Aufgabe angegeben sein.	2	2
130	0	130	(wie viele Seiten man schreiben sollte).	0	0
131	0	131	Sonst finde ich es aber eine tolle Möglichkeit, Vorlesungen zu bearbeiten und hätte solche Aufgaben bei den anderen Vorlesungen auch gut gefunden um sich den Stoff zu verinnerlichen.	2	2
132	0	132	Die Bearbeitung lief ganz gut und ich konnte mich gut konzentriert einige Stunden daran arbeiten.	0,2	2
133	0	133	Ich wusste nicht genau, wie große der Umfang sein sollte.	0	0
134	0	134	Doch sonst komme ich gut klar, mit den Aufgaben.	2	2
135	0	135	Ich fand diese Vorlesung am hilfreichsten bist jetzt.	2	2
136	0	136	Sonst kann ich mit den anderen Vorlesungen selten direkten Bezug zur Praxis und zum Unterricht herstellen.	2	2
137	0	137	Das diese sehr theoretisch sind und das finde ich schade, da ich nicht das Gefühl habe mit der Didaktik gut auf mein Berufsleben vorbereitet zu werden.	0,2	2
138	0	138	Ich konnte aus dem Thema Klassenmanagement im Umgang mit Störungen viel Lernen.	2	2
139	0	139	Vor der Arbeit habe ich mir den passenden Foliensatz herausgesucht und heruntergeladen.	0	0
140	0	140	Die Aufgabenstellung war für mich leicht verständlich und ich habe mich sehr schnell zurechtgefunden in StudOn, da wir ja jetzt schon viele Online-Semester hatten.	2,3	3
141	0	141	Ich habe das Fallbeispiel auch mehr als einmal durchgelesen und hatte es immer als offenen Tab sowie die Folien und das Word-Dokument um so schnell wie möglich auf alle Informationen zurückgreifen zu können.	3	3
142	0	142	Während der Arbeit habe ich zwischen den Tabs gewechselt, um die aus der Vorlesung gewonnen Informationen gut mit dem Fallbeispiel verknüpfen zu können.	3	3
143	0	143	Ich war sehr konzentriert und haben mich nicht ablenken lassen.	2	2
144	0	144	Die Fragestellung war mir Anfangs nicht nachvollziehbar.	2	2
145	0	145	Nachdem meine Anfrage von Frau Weigand sehr kompetent beantwortet wurde, viel mir die Bearbeitung nicht schwer, da die Literatur und bereits selbst gemachte Erfahrungen den Fall sehr detailliert beschreiben und analysieren lassen.	2,3	3
146	0	146	Eine konkretere Fragestellung wäre mir sehr hilfreich gewesen, um evtl. Lernphasen zu intensivieren wie z.B. Lehrverhalten, Vorbereitung oder Nachbereitung bzw. Prävention eines Konfliktes zu beschreiben oder darzustellen.	4	4
147	0	147	Ich besonders Motiviert aber auch nicht abgeneigt.	2	2
148	0	148	Die Thematik finde ich interessant und sehr praxisorientiert an den späteren Beruf.	2	2
149	0	149	Ich hab mich gut vorbereitet gefühlt .	2	2
150	0	150	Die Aufgabenstellung zum Fallbeispiel war sehr deutlich jedoch waren die weiteren.	2	2
151	0	151	Aufgabenstellungen nicht sehr deutlich.	2	2
152	0	152	Die Praxisorientiertheit der Aufgabenstellung .	0	0
153	0	153	Ja ich war konzentriert.	2	2
154	0	154	Ich bin gut zurechtgekommen.	2	2
155	0	155	Die Bearbeitung der schriftlichen aufgäbe fand ich gut, die Anfertigung der Reflexion war nicht deutlich erklärt.	2	2
156	0	156	Mein Kompetenzzustand hat sich durch die Aufgabe verbessert.	2	2
157	0	157	Die Lösung des Fallbeispiels beurteile ich als gelungen.	2	2
158	0	158	Ich beurteile meine Reflexion als recht ausführlich.	2	2
159	0	159	Ich glaube ich habe die Thematik ausreichend verstanden	2	2
160	0	160	Reflektierend ist zu sagen, dass Ich motiviert an die Aufgabe herangegangen bin, da mich das Thema interessiert und im späteren Beruf ein wichtiges und auch schwieriges Problem darstellen kann.	2,3	3
161	0	161	Durch die Vorlesungsfolien hatte ich bereits eine gute Basis und ein Vorwissen.	2	2
162	0	162	Während dem bearbeiten war ich stets konzentriert und hatte Spaß daran das Fallbeispiel zu analysieren.	2	2
163	0	163	Dies diente als gute Übung, um mein Wissen anzuwenden und zu benutzen.	2	2
164	0	164	Bei manchen Folien fehlte mir noch etwas mehr Input, daher habe ich mit den Tipps gearbeitet und mir zusätzlich noch einige Texte der empfohlenen Literatur angeschaut, die mir einige Punkte noch mehr veranschaulicht haben.	2,4	4
165	0	165	Nach der Bearbeitung der Aufgabe und der Fragestellungen habe ich an neuen Ideen und Erkenntnisse gewonnen.	2	2
166	0	166	An manchen Stellen fiel es mir noch etwas schwer	2	2
167	0	167	Beispiele	0	0
168	0	168	einzubinden	0	0
169	0	169	und mir erscheint  vor allem der Ansatz nach Oscher noch etwas zu abstrakt formuliert	2	2
170	0	170	Insgesamt habe ich die Lerneinheit aber mit großem Interesse bearbeitet und versucht die wichtigsten Punkte in einer sinnvollen Reihenfolge aufzufassen.	2	2
171	0	171	Zur Reflexion meiner Arbeitsschritte ist anzuführen, dass ich mir vorbereitend die Vorlesungsfolien und die genannte Literatur angesehen habe und mich somit gut informiert dem Beispiel widmen konnte.	2,3	3
172	0	172	Das Thema ist sehr interessant für mich, da ich mir eine, wie im Beispiel beschriebene Situation gut vorstellen kann.	2,3	3
173	0	173	Wäre ich mit dem wenigen Wissen vor der Bearbeitung dieses Themas in die Klasse gegangen, wäre ich in der genannten Situation sehr hilflos gewesen.	3	3
174	0	174	Insofern hat mir die Beschäftigung mit den Inhalten in jeder Hinsicht weitergeholfen.	2	2
175	0	175	Während der Bearbeitung war meine Konzentration gut vorhanden, weshalb ich die Aufgabe gut strukturiert bearbeiten konnte.	2	2
176	0	176	Ich habe mich unter anderem an den Hilfestellungen auf StudOn orientiert, da mir dadurch der rote Faden deutlicher geworden ist.	3	3
177	0	177	Insgesamt finde ich das selbstständige Arbeiten mit vorhandener Literatur gut, sich selbst zu motivieren ist jedoch meist eine Herausforderung.	2	2
178	0	178	Nach der Bearbeitung der Aufgabenstellung fühle ich mich nun besser vorbereitet, um Konflikten besonders in einer Klasse entgegenzutreten, bzw. im Vorfeld präventiv zu handeln.	2	2
179	0	179	Meiner Meinung nach ist mir die Ausarbeitung der Aufgabe gut gelungen und auch die Reflexion konnte ich in guter Weise durchführen.	2	2
180	0	180	Insgesamt betrachte ich die Lerneinheit als erfolgreich bearbeitet.	2	2
181	0	181	Ich bin sehr motiviert an die Aufgabe herangegangen, da mich das Thema im Allgemeinen sehr interessiert, denn Störungen und Konflikte sind unvermeidlich und ich möchte natürlich als Lehrer in solchen Situationen richtig handeln und durch Prävention diese möglichst geringhalten.	2,3	3
182	0	182	Außerdem hat dieses Thema einen sehr großen Praxisbezug was mich nur noch mehr motiviert.	2	2
183	0	183	Zur Vorbereitung auf die Aufgabe bin ich den Foliensatz zu diesem Thema nochmal durchgegangen und habe in Hinblick auf die Fragestellung geschaut welche Folien ich für das Beantworten gebrauchen könnte.	0	0
184	0	184	Dadurch habe ich einen groben Überblick bekommen und konnte dann auch relativ schnell mit dem Bearbeiten starten.	0	0
185	0	185	Bei der Bearbeitung habe ich mich vor allem mit dem Fallbeispiel relativ schwergetan, da es sehr allgemein gehalten ist und viele Informationen gefehlt haben die ich mir im Anschluss mehr oder weniger selber dazu gedacht bzw. hineininterpretiert habe.	2,3	3
186	0	186	Deswegen war ich dann auch etwas verunsichert, weil ich nicht genau wusste ob das die Intention war oder nicht.	2,3	3
187	0	187	Zudem wusste ich auch nicht genau wie tief ich in das Fallbeispiel gehen sollte oder es einfach nur zur Erklärung als Beispiel hinzuziehen sollte.	0	0
188	0	188	Bei der Bearbeitung habe ich auch einige vorgeschlagene Texte gelesen, die mir sehr gefallen haben da sie viele Begriffe und Methoden nochmal erklärt haben und sie an Praxisbeispielen aufgezeigt und verdeutlicht haben.	2,3	3
189	0	189	Mit der gesamten Aufgabenstellung komme ich relativ gut zurecht, mir gefällt es ganz gut, dass ich mir mehr oder weniger selber einen Zeitplan machen kann wie ich das Thema bearbeite und es  dann auch in meinem Tempo durchgehen kann.	2,3	3
190	0	190	Ich habe das Gefühl mich sehr gut auf dem Themengebiet auszukennen da ich viel in der Literatur nachgelesen habe und mein Interesse auch sehr hoch ist.	2	2
191	0	191	Meine Lösung zur schriftlichen Aufgabe finde ich gut obwohl ich mich vor allem mit dem Fallbeispiel schwer getan habe und ich es auch versucht habe weitestgehend ohne Hilfestellung zu bearbeiten.	2	2
192	0	192	Außerdem ist mir der Erwartungshorizont inwieweit wir bei dieser Bearbeitung in dieTiefe gehen sollen unklar.	2	2
193	0	193	Den Rahmen der Aufgabenstellung fand ich angemessen und sinnvoll.	2	2
194	0	194	Gerade eine Situation wie im Fallbeispiel ist praxisorientiert und kann jede(n) Lehrer*in in seiner Laufbahn begegnen.	0	0
195	0	195	Oft muss man spontan auf voraussehbare Situationen im Schulalltag reagieren.	0	0
196	0	196	Ich habe die Aufgabe ohne weitere Hinweise gelöst, da mir nach einem umfangreichen Brainstorming viele Ideen zur Lösung der Ausarbeitung in den Sinn kamen.	3	3
197	0	197	Um den Text zu strukturieren, habe ich mich an den Inhalten der Vorlesung und des Basisseminars orientiert.	0	0
198	0	198	Den Fokus habe ich versucht bei dem Fallbeispiel zu lassen da mir dies am wichtigsten erschien.	2	2
199	0	199	Nur ergänzend habe ich Definitionen einzelner Fachtermini hinzugefügt.	0	0
200	0	200	Im Großen und Ganzen bin ich zufrieden mit der Bearbeitung der Aufgabenstellung.	2	2
201	0	201	Mich hat jedoch irritiert, dass bei der Aufgabenstellung eine Reflexion nicht erwähnt wurde, auf diese wurde ich erst im Seminar aufmerksam gemacht.	2	2
202	0	202	Vor der Arbeitsphase bin ich motiviert an die Aufgabe herangegangen und habe mir einen Plan gemacht, welche Materialien ich für die Beantwortung der Fragen benötige.	2	2
203	0	203	An dem Thema hat mich vor allem die Prävention von Störung (hier insbesondere Kounins Perspektive im ökologischen Ansatz) interessiert, aber auch welche partizipativen Möglichkeiten es für Schüler gibt (z.B. der Klassenrat).	1	1
204	0	204	Die erste Aufgabe war klar und eindeutig formuliert, bei der zweiten war ich mir jedoch unsicher, ob eine kurzfristige („Was mache ich kurz  nachdem der nasse Tafelschwamm in meinem Gesicht gelandet ist?“) oder eine langfristige Reaktion gefordert war.	2	2
205	0	205	Die Bearbeitungsphase verlief größtenteils konzentriert, die Hilfestellungen waren dabei hilfreich und ich bin mit beiden Aufgaben grundsätzlich ganz gut zurecht gekommen.	2	2
206	0	206	Im Allgemeinen war es eine interessante andere Erfahrung mit den Aufgaben im eher offen gestalteten Format zu arbeiten und meiner Meinung nach war die Motivation höher sich mit der Literatur zu beschäftigen und durchzuarbeiten.  Ich finde mein Kompetenzstand hat	2	2
207	0	207	sich	0	0
208	0	208	verbessert	0	0
209	0	209	,	0	0
210	0	210	vor allem aufgrund der relativ praxisnahen Anwendungssituation, die einem indirekt versucht verschiedene Problemstellen aufzuzeigen, auf die man im Lehrberuf achten (z.B. Bedürfnisse der Schüler beachten)	3	3
211	0	211	Insgesamt bin ich mit meiner Lösung zur schriftlichen Aufgabe zufrieden und würde meinen Lernfortschritt in diesem Bereich als gewinnbringend bezeichnen.	2	2
212	0	212	[	0	0
213	0	213	Naja, ich wusste, dass die Aufgabe eine notwendige Voraussetzung für das Schreiben der Klausur ist.	0	0
214	0	214	Meine Motivation lag also einzig daran, sie zu erledigen, um zur Prüfung zugelassen zu werden.	1	1
215	0	215	Wie man mit Störungen umgeht, finde ich zwar schon interessant, abgesehen vom sehr praktisch gehaltenen Text von Lohmann und einigen Passagen von Becker, hatte ich allerdings nicht den Eindruck, dass mir die Literatur für eine reale Konfliktsituation weitergeholfen hätte, da die darin beschriebenen Handlungsvorschläge m.E. zu wenig konkret und zu abstrakt formuliert sind, oder auch schlichtweg nicht umsetzbar, da dafür vermutlich gar nicht genügend Zeit im Unterricht zur Verfügung stehen würde und ich mir gut vorstellen kann, dass einige der Handlungsempfehlungen, insbesondere von jugendlichen und älteren Sus nicht ernstgenommen werden würden, weil sie schlichtweg zu lasch sind…	0,2,3	3
216	0	216	][Bei der Bearbeitung hat eigentlich nur das Lesen des Lohmann-Textes Spaß gemacht.	2	2
